,Gene_stable_ID,Gene_stable_ID_version,Gene_name,Display_name,ENSP
326,ENSG00000035928,ENSG00000035928.16,RFC1,RFC1,ENSP00000371321
327,ENSG00000036054,ENSG00000036054.13,TBC1D23,TBC1D23,ENSP00000377700
328,ENSG00000036257,ENSG00000036257.13,CUL3,CUL3,ENSP00000264414
329,ENSG00000036448,ENSG00000036448.10,MYOM2,MYOM2,ENSP00000262113
330,ENSG00000036549,ENSG00000036549.13,ZZZ3,ZZZ3,ENSP00000359837
331,ENSG00000037042,ENSG00000037042.9,TUBG2,TUBG2,ENSP00000251412
332,ENSG00000037241,ENSG00000037241.7,RPL26L1,RPL26L1,ENSP00000428223
333,ENSG00000037474,ENSG00000037474.15,NSUN2,NSUN2,ENSP00000264670
334,ENSG00000037637,ENSG00000037637.11,FBXO42,FBXO42,ENSP00000364742
335,ENSG00000037749,ENSG00000037749.13,MFAP3,MFAP3,ENSP00000322956
336,ENSG00000037757,ENSG00000037757.14,MRI1,MRI1,ENSP00000040663
337,ENSG00000037897,ENSG00000037897.17,METTL1,METTL1,ENSP00000314441
338,ENSG00000038002,ENSG00000038002.9,AGA,AGA,ENSP00000264595
339,ENSG00000038210,ENSG00000038210.14,PI4K2B,PI4K2B,ENSP00000264864
340,ENSG00000038219,ENSG00000038219.13,BOD1L1,BOD1L1,ENSP00000040738
341,ENSG00000038274,ENSG00000038274.17,MAT2B,MAT2B,ENSP00000325425
342,ENSG00000038532,ENSG00000038532.16,CLEC16A,CLEC16A,ENSP00000387122
343,ENSG00000039319,ENSG00000039319.17,ZFYVE16,ZFYVE16,ENSP00000337159
344,ENSG00000039650,ENSG00000039650.12,PNKP,PNKP,ENSP00000323511
345,ENSG00000040199,ENSG00000040199.18,PHLPP2,PHLPP2,ENSP00000457991
346,ENSG00000040275,ENSG00000040275.17,SPDL1,SPDL1,ENSP00000265295
347,ENSG00000040341,ENSG00000040341.18,STAU2,STAU2,ENSP00000428756
348,ENSG00000040531,ENSG00000040531.16,CTNS,CTNS,ENSP00000371294
349,ENSG00000040633,ENSG00000040633.13,PHF23,PHF23,ENSP00000322579
350,ENSG00000040933,ENSG00000040933.16,INPP4A,INPP4A,ENSP00000074304
351,ENSG00000041357,ENSG00000041357.16,PSMA4,PSMA4,ENSP00000044462
352,ENSG00000041802,ENSG00000041802.11,LSG1,LSG1,ENSP00000265245
353,ENSG00000041880,ENSG00000041880.15,PARP3,PARP3,ENSP00000381740
354,ENSG00000041988,ENSG00000041988.15,THAP3,THAP3,ENSP00000054650
355,ENSG00000042088,ENSG00000042088.14,TDP1,TDP1,ENSP00000337353
356,ENSG00000042286,ENSG00000042286.15,AIFM2,AIFM2,ENSP00000478931
357,ENSG00000042317,ENSG00000042317.17,SPATA7,SPATA7,ENSP00000377176
358,ENSG00000042429,ENSG00000042429.12,MED17,MED17,ENSP00000251871
359,ENSG00000042445,ENSG00000042445.14,RETSAT,RETSAT,ENSP00000295802
360,ENSG00000042493,ENSG00000042493.16,CAPG,CAPG,ENSP00000263867
361,ENSG00000042753,ENSG00000042753.12,AP2S1,AP2S1,ENSP00000263270
362,ENSG00000043093,ENSG00000043093.15,DCUN1D1,DCUN1D1,ENSP00000292782
363,ENSG00000043143,ENSG00000043143.22,JADE2,JADE2,ENSP00000354425
364,ENSG00000043462,ENSG00000043462.13,LCP2,LCP2,ENSP00000046794
365,ENSG00000043514,ENSG00000043514.17,TRIT1,TRIT1,ENSP00000321810
366,ENSG00000044090,ENSG00000044090.12,CUL7,CUL7,ENSP00000438788
367,ENSG00000044115,ENSG00000044115.21,CTNNA1,CTNNA1,ENSP00000304669
368,ENSG00000044446,ENSG00000044446.12,PHKA2,PHKA2,ENSP00000369274
369,ENSG00000044574,ENSG00000044574.9,HSPA5,HSPA5,ENSP00000324173
370,ENSG00000046647,ENSG00000046647.14,GEMIN8,GEMIN8,ENSP00000369895
371,ENSG00000046651,ENSG00000046651.16,OFD1,OFD1,ENSP00000344314
372,ENSG00000046653,ENSG00000046653.15,GPM6B,GPM6B,ENSP00000316861
373,ENSG00000047056,ENSG00000047056.16,WDR37,WDR37,ENSP00000350954
374,ENSG00000047188,ENSG00000047188.16,YTHDC2,YTHDC2,ENSP00000161863
375,ENSG00000047230,ENSG00000047230.15,CTPS2,CTPS2,ENSP00000401264
376,ENSG00000047249,ENSG00000047249.18,ATP6V1H,ATP6V1H,ENSP00000352522
377,ENSG00000047315,ENSG00000047315.17,POLR2B,POLR2B,ENSP00000370625
378,ENSG00000047346,ENSG00000047346.13,FAM214A,FAM214A,ENSP00000443598
379,ENSG00000047365,ENSG00000047365.12,ARAP2,ARAP2,ENSP00000302895
380,ENSG00000047410,ENSG00000047410.14,TPR,TPR,ENSP00000356448
381,ENSG00000047579,ENSG00000047579.20,DTNBP1,DTNBP1,ENSP00000341680
382,ENSG00000047621,ENSG00000047621.12,C12orf4,C12orf4,ENSP00000261250
383,ENSG00000047634,ENSG00000047634.15,SCML1,SCML1,ENSP00000369380
384,ENSG00000047644,ENSG00000047644.19,WWC3,WWC3,ENSP00000370242
385,ENSG00000047849,ENSG00000047849.22,MAP4,MAP4,ENSP00000353375
386,ENSG00000047932,ENSG00000047932.14,GOPC,GOPC,ENSP00000357484
387,ENSG00000048028,ENSG00000048028.11,USP28,USP28,ENSP00000003302
388,ENSG00000048052,ENSG00000048052.23,HDAC9,HDAC9,ENSP00000408617
389,ENSG00000048140,ENSG00000048140.18,TSPAN17,TSPAN17,ENSP00000309036
390,ENSG00000048162,ENSG00000048162.21,NOP16,NOP16,ENSP00000480832
391,ENSG00000048392,ENSG00000048392.12,RRM2B,RRM2B,ENSP00000251810
392,ENSG00000048405,ENSG00000048405.10,ZNF800,ZNF800,ENSP00000376989
393,ENSG00000048471,ENSG00000048471.14,SNX29,SNX29,ENSP00000456480
394,ENSG00000048544,ENSG00000048544.6,MRPS10,MRPS10,ENSP00000053468
395,ENSG00000048649,ENSG00000048649.14,RSF1,RSF1,ENSP00000311513
396,ENSG00000048707,ENSG00000048707.15,VPS13D,VPS13D,ENSP00000478104
397,ENSG00000048740,ENSG00000048740.18,CELF2,CELF2,ENSP00000443926
398,ENSG00000048828,ENSG00000048828.17,FAM120A,FAM120A,ENSP00000277165
399,ENSG00000048991,ENSG00000048991.17,R3HDM1,R3HDM1,ENSP00000387010
400,ENSG00000049089,ENSG00000049089.15,COL9A2,COL9A2,ENSP00000361834
401,ENSG00000049167,ENSG00000049167.16,ERCC8,ERCC8,ENSP00000265038
402,ENSG00000049239,ENSG00000049239.13,H6PD,H6PD,ENSP00000473348
403,ENSG00000049245,ENSG00000049245.13,VAMP3,VAMP3,ENSP00000054666
404,ENSG00000049246,ENSG00000049246.15,PER3,PER3,ENSP00000482093
405,ENSG00000049449,ENSG00000049449.10,RCN1,RCN1,ENSP00000054950
406,ENSG00000049541,ENSG00000049541.11,RFC2,RFC2,ENSP00000055077
407,ENSG00000049618,ENSG00000049618.24,ARID1B,ARID1B,ENSP00000344546
408,ENSG00000049656,ENSG00000049656.14,CLPTM1L,CLPTM1L,ENSP00000313854
409,ENSG00000049759,ENSG00000049759.20,NEDD4L,NEDD4L,ENSP00000383199
410,ENSG00000049769,ENSG00000049769.14,PPP1R3F,PPP1R3F,ENSP00000055335
411,ENSG00000049860,ENSG00000049860.14,HEXB,HEXB,ENSP00000261416
412,ENSG00000050130,ENSG00000050130.18,JKAMP,JKAMP,ENSP00000450749
413,ENSG00000050344,ENSG00000050344.9,NFE2L3,NFE2L3,ENSP00000056233
414,ENSG00000050393,ENSG00000050393.11,MCUR1,MCUR1,ENSP00000368468
415,ENSG00000050405,ENSG00000050405.13,LIMA1,LIMA1,ENSP00000378400
416,ENSG00000050426,ENSG00000050426.16,LETMD1,LETMD1,ENSP00000389903
417,ENSG00000050438,ENSG00000050438.17,SLC4A8,SLC4A8,ENSP00000405812
418,ENSG00000050748,ENSG00000050748.18,MAPK9,MAPK9,ENSP00000394560
419,ENSG00000051009,ENSG00000051009.11,FAM160A2,FAM160A2,ENSP00000265978
420,ENSG00000051108,ENSG00000051108.15,HERPUD1,HERPUD1,ENSP00000409555
421,ENSG00000051382,ENSG00000051382.9,PIK3CB,PIK3CB,ENSP00000289153
422,ENSG00000051596,ENSG00000051596.10,THOC3,THOC3,ENSP00000265097
423,ENSG00000051620,ENSG00000051620.11,HEBP2,HEBP2,ENSP00000475750
424,ENSG00000051825,ENSG00000051825.15,MPHOSPH9,MPHOSPH9,ENSP00000475489
425,ENSG00000052723,ENSG00000052723.12,SIKE1,SIKE1,ENSP00000358541
426,ENSG00000052749,ENSG00000052749.14,RRP12,RRP12,ENSP00000446184
427,ENSG00000052802,ENSG00000052802.13,MSMO1,MSMO1,ENSP00000261507
428,ENSG00000052841,ENSG00000052841.15,TTC17,TTC17,ENSP00000039989
429,ENSG00000053254,ENSG00000053254.16,FOXN3,FOXN3,ENSP00000343288
430,ENSG00000053371,ENSG00000053371.13,AKR7A2,AKR7A2,ENSP00000235835
431,ENSG00000053372,ENSG00000053372.5,MRTO4,MRTO4,ENSP00000364320
432,ENSG00000053501,ENSG00000053501.13,USE1,USE1,ENSP00000263897
433,ENSG00000053770,ENSG00000053770.12,AP5M1,AP5M1,ENSP00000261558
434,ENSG00000053900,ENSG00000053900.11,ANAPC4,ANAPC4,ENSP00000426654
435,ENSG00000054116,ENSG00000054116.12,TRAPPC3,TRAPPC3,ENSP00000480332
436,ENSG00000054118,ENSG00000054118.15,THRAP3,THRAP3,ENSP00000346634
437,ENSG00000054148,ENSG00000054148.18,PHPT1,PHPT1,ENSP00000247665
438,ENSG00000054219,ENSG00000054219.11,LY75,LY75,ENSP00000263636
439,ENSG00000054267,ENSG00000054267.22,ARID4B,ARID4B,ENSP00000264183
440,ENSG00000054277,ENSG00000054277.14,OPN3,OPN3,ENSP00000355512
441,ENSG00000054282,ENSG00000054282.16,SDCCAG8,SDCCAG8,ENSP00000355499
442,ENSG00000054392,ENSG00000054392.13,HHAT,HHAT,ENSP00000438468
443,ENSG00000054523,ENSG00000054523.19,KIF1B,KIF1B,ENSP00000263934
444,ENSG00000054611,ENSG00000054611.14,TBC1D22A,TBC1D22A,ENSP00000336724
445,ENSG00000054965,ENSG00000054965.11,FAM168A,FAM168A,ENSP00000064778
446,ENSG00000054967,ENSG00000054967.13,RELT,RELT,ENSP00000064780
447,ENSG00000054983,ENSG00000054983.17,GALC,GALC,ENSP00000261304
448,ENSG00000055044,ENSG00000055044.11,NOP58,NOP58,ENSP00000264279
449,ENSG00000055070,ENSG00000055070.17,SZRD1,SZRD1,ENSP00000383866
450,ENSG00000055130,ENSG00000055130.17,CUL1,CUL1,ENSP00000326804
451,ENSG00000055147,ENSG00000055147.19,FAM114A2,FAM114A2,ENSP00000341597
452,ENSG00000055163,ENSG00000055163.20,CYFIP2,CYFIP2,ENSP00000444645
453,ENSG00000055208,ENSG00000055208.19,TAB2,TAB2,ENSP00000356426
454,ENSG00000055211,ENSG00000055211.14,GINM1,GINM1,ENSP00000356389
455,ENSG00000055332,ENSG00000055332.19,EIF2AK2,EIF2AK2,ENSP00000233057
456,ENSG00000055483,ENSG00000055483.19,USP36,USP36,ENSP00000441214
457,ENSG00000055609,ENSG00000055609.21,KMT2C,KMT2C,ENSP00000262189
458,ENSG00000055917,ENSG00000055917.16,PUM2,PUM2,ENSP00000338173
459,ENSG00000055950,ENSG00000055950.16,MRPL43,MRPL43,ENSP00000339844
460,ENSG00000056097,ENSG00000056097.16,ZFR,ZFR,ENSP00000265069
461,ENSG00000056558,ENSG00000056558.11,TRAF1,TRAF1,ENSP00000362994
462,ENSG00000056586,ENSG00000056586.16,RC3H2,RC3H2,ENSP00000362774
463,ENSG00000056972,ENSG00000056972.20,TRAF3IP2,TRAF3IP2,ENSP00000357750
464,ENSG00000057019,ENSG00000057019.16,DCBLD2,DCBLD2,ENSP00000321573
465,ENSG00000057252,ENSG00000057252.13,SOAT1,SOAT1,ENSP00000356591
466,ENSG00000057608,ENSG00000057608.17,GDI2,GDI2,ENSP00000369538
467,ENSG00000057657,ENSG00000057657.17,PRDM1,PRDM1,ENSP00000358092
468,ENSG00000057663,ENSG00000057663.16,ATG5,ATG5,ENSP00000358072
469,ENSG00000057757,ENSG00000057757.10,PITHD1,PITHD1,ENSP00000246151
470,ENSG00000057935,ENSG00000057935.14,MTA3,MTA3,ENSP00000383973
471,ENSG00000058056,ENSG00000058056.10,USP13,USP13,ENSP00000263966
472,ENSG00000058063,ENSG00000058063.16,ATP11B,ATP11B,ENSP00000321195
473,ENSG00000058262,ENSG00000058262.10,SEC61A1,SEC61A1,ENSP00000243253
474,ENSG00000058272,ENSG00000058272.19,PPP1R12A,PPP1R12A,ENSP00000389168
475,ENSG00000058453,ENSG00000058453.17,CROCC,CROCC,ENSP00000364691
476,ENSG00000058600,ENSG00000058600.16,POLR3E,POLR3E,ENSP00000299853
477,ENSG00000058668,ENSG00000058668.15,ATP2B4,ATP2B4,ENSP00000350310
478,ENSG00000058673,ENSG00000058673.17,ZC3H11A,ZC3H11A,ENSP00000438527
479,ENSG00000058729,ENSG00000058729.11,RIOK2,RIOK2,ENSP00000283109
480,ENSG00000058799,ENSG00000058799.15,YIPF1,YIPF1,ENSP00000072644
481,ENSG00000058804,ENSG00000058804.12,NDC1,NDC1,ENSP00000360483
482,ENSG00000059122,ENSG00000059122.17,FLYWCH1,FLYWCH1,ENSP00000399938
483,ENSG00000059145,ENSG00000059145.19,UNKL,UNKL,ENSP00000301712
484,ENSG00000059377,ENSG00000059377.18,TBXAS1,TBXAS1,ENSP00000389414
485,ENSG00000059378,ENSG00000059378.13,PARP12,PARP12,ENSP00000263549
486,ENSG00000059573,ENSG00000059573.9,ALDH18A1,ALDH18A1,ENSP00000360268
487,ENSG00000059588,ENSG00000059588.10,TARBP1,TARBP1,ENSP00000040877
488,ENSG00000059691,ENSG00000059691.12,GATB,GATB,ENSP00000263985
489,ENSG00000059728,ENSG00000059728.11,MXD1,MXD1,ENSP00000264444
490,ENSG00000059758,ENSG00000059758.8,CDK17,CDK17,ENSP00000261211
491,ENSG00000059769,ENSG00000059769.20,DNAJC25,DNAJC25,ENSP00000320650
492,ENSG00000059804,ENSG00000059804.16,SLC2A3,SLC2A3,ENSP00000075120
493,ENSG00000059915,ENSG00000059915.17,PSD,PSD,ENSP00000020673
494,ENSG00000060069,ENSG00000060069.18,CTDP1,CTDP1,ENSP00000484525
495,ENSG00000060138,ENSG00000060138.13,YBX3,YBX3,ENSP00000228251
496,ENSG00000060237,ENSG00000060237.19,WNK1,WNK1,ENSP00000341292
497,ENSG00000060339,ENSG00000060339.14,CCAR1,CCAR1,ENSP00000265872
498,ENSG00000060491,ENSG00000060491.17,OGFR,OGFR,ENSP00000290291
499,ENSG00000060642,ENSG00000060642.11,PIGV,PIGV,ENSP00000363260
500,ENSG00000060688,ENSG00000060688.13,SNRNP40,SNRNP40,ENSP00000263694
501,ENSG00000060749,ENSG00000060749.16,QSER1,QSER1,ENSP00000382241
502,ENSG00000060762,ENSG00000060762.19,MPC1,MPC1,ENSP00000354223
503,ENSG00000060971,ENSG00000060971.19,ACAA1,ACAA1,ENSP00000333664
504,ENSG00000061273,ENSG00000061273.18,HDAC7,HDAC7,ENSP00000080059
505,ENSG00000061656,ENSG00000061656.11,SPAG4,SPAG4,ENSP00000363391
506,ENSG00000061794,ENSG00000061794.13,MRPS35,MRPS35,ENSP00000081029
507,ENSG00000061936,ENSG00000061936.10,SFSWAP,SFSWAP,ENSP00000437738
508,ENSG00000061938,ENSG00000061938.21,TNK2,TNK2,ENSP00000371341
509,ENSG00000061987,ENSG00000061987.16,MON2,MON2,ENSP00000377250
510,ENSG00000062194,ENSG00000062194.16,GPBP1,GPBP1,ENSP00000264779
511,ENSG00000062485,ENSG00000062485.19,CS,CS,ENSP00000342056
512,ENSG00000062524,ENSG00000062524.16,LTK,LTK,ENSP00000263800
513,ENSG00000062582,ENSG00000062582.14,MRPS24,MRPS24,ENSP00000318158
514,ENSG00000062598,ENSG00000062598.18,ELMO2,ELMO2,ENSP00000290246
515,ENSG00000062716,ENSG00000062716.13,VMP1,VMP1,ENSP00000262291
516,ENSG00000062725,ENSG00000062725.10,APPBP2,APPBP2,ENSP00000083182
517,ENSG00000062822,ENSG00000062822.15,POLD1,POLD1,ENSP00000406046
518,ENSG00000063046,ENSG00000063046.18,EIF4B,EIF4B,ENSP00000388806
519,ENSG00000063127,ENSG00000063127.16,SLC6A16,SLC6A16,ENSP00000338627
520,ENSG00000063176,ENSG00000063176.16,SPHK2,SPHK2,ENSP00000245222
521,ENSG00000063180,ENSG00000063180.9,CA11,CA11,ENSP00000084798
522,ENSG00000063241,ENSG00000063241.8,ISOC2,ISOC2,ENSP00000085068
523,ENSG00000063244,ENSG00000063244.13,U2AF2,U2AF2,ENSP00000307863
524,ENSG00000063245,ENSG00000063245.15,EPN1,EPN1,ENSP00000406209
525,ENSG00000063322,ENSG00000063322.15,MED29,MED29,ENSP00000314343
526,ENSG00000063587,ENSG00000063587.15,ZNF275,ZNF275,ENSP00000359271
527,ENSG00000063601,ENSG00000063601.17,MTMR1,MTMR1,ENSP00000359417
528,ENSG00000063761,ENSG00000063761.16,ADCK1,ADCK1,ENSP00000238561
529,ENSG00000063854,ENSG00000063854.13,HAGH,HAGH,ENSP00000380514
530,ENSG00000063978,ENSG00000063978.16,RNF4,RNF4,ENSP00000426503
531,ENSG00000064012,ENSG00000064012.22,CASP8,CASP8,ENSP00000351273
532,ENSG00000064115,ENSG00000064115.11,TM7SF3,TM7SF3,ENSP00000342322
533,ENSG00000064199,ENSG00000064199.7,SPA17,SPA17,ENSP00000432305
534,ENSG00000064201,ENSG00000064201.16,TSPAN32,TSPAN32,ENSP00000182290
535,ENSG00000064313,ENSG00000064313.12,TAF2,TAF2,ENSP00000367406
536,ENSG00000064393,ENSG00000064393.16,HIPK2,HIPK2,ENSP00000385571
537,ENSG00000064419,ENSG00000064419.14,TNPO3,TNPO3,ENSP00000265388
538,ENSG00000064490,ENSG00000064490.14,RFXANK,RFXANK,ENSP00000305071
539,ENSG00000064545,ENSG00000064545.15,TMEM161A,TMEM161A,ENSP00000162044
540,ENSG00000064547,ENSG00000064547.14,LPAR2,LPAR2,ENSP00000443256
541,ENSG00000064601,ENSG00000064601.21,CTSA,CTSA,ENSP00000361562
542,ENSG00000064607,ENSG00000064607.17,SUGP2,SUGP2,ENSP00000472286
543,ENSG00000064651,ENSG00000064651.14,SLC12A2,SLC12A2,ENSP00000262461
544,ENSG00000064666,ENSG00000064666.15,CNN2,CNN2,ENSP00000263097
545,ENSG00000064687,ENSG00000064687.13,ABCA7,ABCA7,ENSP00000263094
546,ENSG00000064703,ENSG00000064703.13,DDX20,DDX20,ENSP00000358716
547,ENSG00000064726,ENSG00000064726.10,BTBD1,BTBD1,ENSP00000261721
548,ENSG00000064763,ENSG00000064763.11,FAR2,FAR2,ENSP00000443291
549,ENSG00000064886,ENSG00000064886.14,CHI3L2,CHI3L2,ENSP00000437082
550,ENSG00000064932,ENSG00000064932.16,SBNO2,SBNO2,ENSP00000354733
551,ENSG00000064933,ENSG00000064933.18,PMS1,PMS1,ENSP00000406490
552,ENSG00000064961,ENSG00000064961.19,HMG20B,HMG20B,ENSP00000328269
553,ENSG00000064995,ENSG00000064995.18,TAF11,TAF11,ENSP00000354633
554,ENSG00000064999,ENSG00000064999.15,ANKS1A,ANKS1A,ENSP00000353518
555,ENSG00000065000,ENSG00000065000.19,AP3D1,AP3D1,ENSP00000347416
556,ENSG00000065029,ENSG00000065029.15,ZNF76,ZNF76,ENSP00000363064
557,ENSG00000065054,ENSG00000065054.14,SLC9A3R2,SLC9A3R2,ENSP00000408005
558,ENSG00000065057,ENSG00000065057.9,NTHL1,NTHL1,ENSP00000219066
559,ENSG00000065060,ENSG00000065060.17,UHRF1BP1,UHRF1BP1,ENSP00000192788
560,ENSG00000065135,ENSG00000065135.12,GNAI3,GNAI3,ENSP00000358867
561,ENSG00000065150,ENSG00000065150.21,IPO5,IPO5,ENSP00000261574
562,ENSG00000065154,ENSG00000065154.12,OAT,OAT,ENSP00000357838
563,ENSG00000065183,ENSG00000065183.16,WDR3,WDR3,ENSP00000308179
564,ENSG00000065243,ENSG00000065243.20,PKN2,PKN2,ENSP00000359552
565,ENSG00000065268,ENSG00000065268.11,WDR18,WDR18,ENSP00000476117
566,ENSG00000065308,ENSG00000065308.5,TRAM2,TRAM2,ENSP00000182527
567,ENSG00000065357,ENSG00000065357.20,DGKA,DGKA,ENSP00000328405
568,ENSG00000065413,ENSG00000065413.20,ANKRD44,ANKRD44,ENSP00000282272
569,ENSG00000065457,ENSG00000065457.11,ADAT1,ADAT1,ENSP00000310015
570,ENSG00000065485,ENSG00000065485.20,PDIA5,PDIA5,ENSP00000323313
571,ENSG00000065491,ENSG00000065491.8,TBC1D22B,TBC1D22B,ENSP00000362590
572,ENSG00000065518,ENSG00000065518.8,NDUFB4,NDUFB4,ENSP00000184266
573,ENSG00000065526,ENSG00000065526.12,SPEN,SPEN,ENSP00000364912
574,ENSG00000065548,ENSG00000065548.18,ZC3H15,ZC3H15,ENSP00000338788
575,ENSG00000065559,ENSG00000065559.15,MAP2K4,MAP2K4,ENSP00000410402
576,ENSG00000065613,ENSG00000065613.15,SLK,SLK,ENSP00000358770
577,ENSG00000065615,ENSG00000065615.14,CYB5R4,CYB5R4,ENSP00000358695
578,ENSG00000065621,ENSG00000065621.15,GSTO2,GSTO2,ENSP00000345023
579,ENSG00000065665,ENSG00000065665.21,SEC61A2,SEC61A2,ENSP00000298428
580,ENSG00000065802,ENSG00000065802.12,ASB1,ASB1,ENSP00000264607
581,ENSG00000065809,ENSG00000065809.14,FAM107B,FAM107B,ENSP00000181796
582,ENSG00000065882,ENSG00000065882.16,TBC1D1,TBC1D1,ENSP00000261439
583,ENSG00000065883,ENSG00000065883.16,CDK13,CDK13,ENSP00000181839
584,ENSG00000065911,ENSG00000065911.13,MTHFD2,MTHFD2,ENSP00000377617
585,ENSG00000065923,ENSG00000065923.10,SLC9A7,SLC9A7,ENSP00000480916
586,ENSG00000065970,ENSG00000065970.9,FOXJ2,FOXJ2,ENSP00000162391
587,ENSG00000065989,ENSG00000065989.16,PDE4A,PDE4A,ENSP00000370078
588,ENSG00000066027,ENSG00000066027.12,PPP2R5A,PPP2R5A,ENSP00000261461
589,ENSG00000066044,ENSG00000066044.15,ELAVL1,ELAVL1,ENSP00000385269
590,ENSG00000066084,ENSG00000066084.13,DIP2B,DIP2B,ENSP00000301180
591,ENSG00000066117,ENSG00000066117.15,SMARCD1,SMARCD1,ENSP00000378414
592,ENSG00000066135,ENSG00000066135.13,KDM4A,KDM4A,ENSP00000361473
593,ENSG00000066136,ENSG00000066136.20,NFYC,NFYC,ENSP00000396620
594,ENSG00000066185,ENSG00000066185.13,ZMYND12,ZMYND12,ENSP00000361646
595,ENSG00000066294,ENSG00000066294.15,CD84,CD84,ENSP00000312367
596,ENSG00000066322,ENSG00000066322.15,ELOVL1,ELOVL1,ENSP00000477602
597,ENSG00000066336,ENSG00000066336.12,SPI1,SPI1,ENSP00000227163
598,ENSG00000066422,ENSG00000066422.5,ZBTB11,ZBTB11,ENSP00000326200
599,ENSG00000066427,ENSG00000066427.24,ATXN3,ATXN3,ENSP00000478320
600,ENSG00000066455,ENSG00000066455.13,GOLGA5,GOLGA5,ENSP00000163416
601,ENSG00000066557,ENSG00000066557.6,LRRC40,LRRC40,ENSP00000359990
602,ENSG00000066583,ENSG00000066583.12,ISOC1,ISOC1,ENSP00000173527
603,ENSG00000066651,ENSG00000066651.20,TRMT11,TRMT11,ENSP00000333934
604,ENSG00000066654,ENSG00000066654.14,THUMPD1,THUMPD1,ENSP00000370741
605,ENSG00000066697,ENSG00000066697.15,MSANTD3,MSANTD3,ENSP00000480445
606,ENSG00000066739,ENSG00000066739.12,ATG2B,ATG2B,ENSP00000353010
607,ENSG00000066777,ENSG00000066777.9,ARFGEF1,ARFGEF1,ENSP00000262215
608,ENSG00000066827,ENSG00000066827.16,ZFAT,ZFAT,ENSP00000367069
609,ENSG00000066855,ENSG00000066855.16,MTFR1,MTFR1,ENSP00000262146
610,ENSG00000066923,ENSG00000066923.18,STAG3,STAG3,ENSP00000477973
611,ENSG00000066926,ENSG00000066926.13,FECH,FECH,ENSP00000372326
612,ENSG00000066933,ENSG00000066933.16,MYO9A,MYO9A,ENSP00000348349
613,ENSG00000067057,ENSG00000067057.18,PFKP,PFKP,ENSP00000370517
614,ENSG00000067064,ENSG00000067064.12,IDI1,IDI1,ENSP00000370748
615,ENSG00000067066,ENSG00000067066.17,SP100,SP100,ENSP00000343023
616,ENSG00000067082,ENSG00000067082.15,KLF6,KLF6,ENSP00000419923
617,ENSG00000067167,ENSG00000067167.8,TRAM1,TRAM1,ENSP00000262213
618,ENSG00000067191,ENSG00000067191.16,CACNB1,CACNB1,ENSP00000377840
619,ENSG00000067208,ENSG00000067208.15,EVI5,EVI5,ENSP00000359356
620,ENSG00000067221,ENSG00000067221.14,STOML1,STOML1,ENSP00000442478
621,ENSG00000067225,ENSG00000067225.19,PKM,PKM,ENSP00000320171
622,ENSG00000067248,ENSG00000067248.10,DHX29,DHX29,ENSP00000251636
623,ENSG00000067334,ENSG00000067334.14,DNTTIP2,DNTTIP2,ENSP00000411010
624,ENSG00000067365,ENSG00000067365.15,METTL22,METTL22,ENSP00000371345
625,ENSG00000067369,ENSG00000067369.14,TP53BP1,TP53BP1,ENSP00000371475
626,ENSG00000067533,ENSG00000067533.6,RRP15,RRP15,ENSP00000355899
627,ENSG00000067560,ENSG00000067560.14,RHOA,RHOA,ENSP00000400175
628,ENSG00000067596,ENSG00000067596.12,DHX8,DHX8,ENSP00000262415
629,ENSG00000067606,ENSG00000067606.17,PRKCZ,PRKCZ,ENSP00000367830
630,ENSG00000067704,ENSG00000067704.10,IARS2,IARS2,ENSP00000355889
631,ENSG00000067829,ENSG00000067829.19,IDH3G,IDH3G,ENSP00000217901
632,ENSG00000067836,ENSG00000067836.13,ROGDI,ROGDI,ENSP00000322832
633,ENSG00000067900,ENSG00000067900.8,ROCK1,ROCK1,ENSP00000382697
634,ENSG00000067955,ENSG00000067955.15,CBFB,CBFB,ENSP00000415151
635,ENSG00000067992,ENSG00000067992.16,PDK3,PDK3,ENSP00000387536
636,ENSG00000068001,ENSG00000068001.14,HYAL2,HYAL2,ENSP00000401853
637,ENSG00000068024,ENSG00000068024.17,HDAC4,HDAC4,ENSP00000264606
638,ENSG00000068028,ENSG00000068028.18,RASSF1,RASSF1,ENSP00000349547
639,ENSG00000068079,ENSG00000068079.8,IFI35,IFI35,ENSP00000395590
640,ENSG00000068097,ENSG00000068097.15,HEATR6,HEATR6,ENSP00000184956
641,ENSG00000068120,ENSG00000068120.15,COASY,COASY,ENSP00000464814
642,ENSG00000068305,ENSG00000068305.17,MEF2A,MEF2A,ENSP00000346389
643,ENSG00000068308,ENSG00000068308.14,OTUD5,OTUD5,ENSP00000156084
644,ENSG00000068323,ENSG00000068323.17,TFE3,TFE3,ENSP00000314129
645,ENSG00000068354,ENSG00000068354.16,TBC1D25,TBC1D25,ENSP00000365962
646,ENSG00000068366,ENSG00000068366.21,ACSL4,ACSL4,ENSP00000339787
647,ENSG00000068383,ENSG00000068383.19,INPP5A,INPP5A,ENSP00000357583
648,ENSG00000068394,ENSG00000068394.11,GPKOW,GPKOW,ENSP00000156109
649,ENSG00000068400,ENSG00000068400.13,GRIPAP1,GRIPAP1,ENSP00000365606
650,ENSG00000068438,ENSG00000068438.15,FTSJ1,FTSJ1,ENSP00000326948
651,ENSG00000068650,ENSG00000068650.19,ATP11A,ATP11A,ENSP00000420387
